5.1 47.9 26.6900005341
5.2 47.9 26.5100002289
5.3 47.9 26.2900009155
5.4 47.9 26.0599994659
5.5 47.9 25.8299999237
5.6 47.9 25.6200008392
5.7 47.9 25.4400005341
5.8 47.9 25.2999992371
5.9 47.9 25.1800003052
6.0 47.9 25.0799999237
6.1 47.9 24.9599990845
6.2 47.9 24.8400001526
6.3 47.9 24.7399997711
6.4 47.9 24.6499996185
6.5 47.9 24.5699996948
6.6 47.9 24.5100002289
6.7 47.9 24.4599990845
6.8 47.9 24.4400005341
6.9 47.9 24.4200000763
7.0 47.9 24.4200000763
7.1 47.9 24.4500007629
7.2 47.9 24.4799995422
7.3 47.9 24.5200004578
7.4 47.9 24.5799999237
7.5 47.9 24.6599998474
7.6 47.9 24.7600002289
7.7 47.9 24.8899993896
7.8 47.9 25.0400009155
7.9 47.9 25.2099990845
8.0 47.9 25.4099998474
8.1 47.9 25.6499996185
8.2 47.9 25.8999996185
8.3 47.9 26.1700000763
8.4 47.9 26.4699993134
8.5 47.9 26.7999992371
8.6 47.9 27.1599998474
8.7 47.9 27.5200004578
8.8 47.9 27.8899993896
8.9 47.9 28.25
9.0 47.9 28.5900001526
9.1 47.9 28.8700008392
9.2 47.9 29.0900001526
9.3 47.9 29.3099994659
9.4 47.9 29.6100006104
9.5 47.9 29.9400005341
9.6 47.9 30.2600002289
9.7 47.9 30.5100002289
9.8 47.9 30.7399997711
9.9 47.9 30.9599990845
10.0 47.9 31.1800003052
10.1 47.9 31.3899993896
10.2 47.9 31.5799999237
10.3 47.9 31.7600002289
10.4 47.9 31.9200000763
10.5 47.9 32.0900001526
10.6 47.9 32.2400016785
10.7 47.9 32.4000015259
10.8 47.9 32.5400009155
10.9 47.9 32.6800003052
11.0 47.9 32.8199996948
11.1 47.9 32.9500007629
11.2 47.9 33.0699996948
11.3 47.9 33.1800003052
11.4 47.9 33.2700004578
11.5 47.9 33.3600006104
11.6 47.9 33.4300003052
11.7 47.9 33.4900016785
11.8 47.9 33.5400009155
11.9 47.9 33.5699996948
12.0 47.9 33.5699996948
12.1 47.9 33.5600013733
12.2 47.9 33.5299987793
12.3 47.9 33.4900016785
12.4 47.9 33.4700012207
12.5 47.9 33.4599990845
12.6 47.9 33.4300003052
12.7 47.9 33.3600006104
12.8 47.9 33.2799987793
12.9 47.9 33.1899986267
13.0 47.9 33.0999984741
13.1 47.9 33.0
13.2 47.9 32.8899993896
13.3 47.9 32.7799987793
13.4 47.9 32.6500015259
13.5 47.9 32.5200004578
13.6 47.9 32.3800010681
13.7 47.9 32.2200012207
13.8 47.9 32.0600013733
13.9 47.9 31.8899993896
14.0 47.9 31.7000007629
14.1 47.9 31.5100002289
14.2 47.9 31.3099994659
14.3 47.9 31.1100006104
14.4 47.9 30.9099998474
14.5 47.9 30.7199993134
14.6 47.9 30.5400009155
14.7 47.9 30.3700008392
14.8 47.9 30.2099990845
14.9 47.9 30.0599994659
5.1 47.8 26.5900001526
5.2 47.8 26.3999996185
5.3 47.8 26.25
5.4 47.8 26.0799999237
5.5 47.8 25.8999996185
5.6 47.8 25.7199993134
5.7 47.8 25.5799999237
5.8 47.8 25.4500007629
5.9 47.8 25.3400001526
6.0 47.8 25.2299995422
6.1 47.8 25.1200008392
6.2 47.8 25.0300006866
6.3 47.8 24.9400005341
6.4 47.8 24.8600006104
6.5 47.8 24.7900009155
6.6 47.8 24.7299995422
6.7 47.8 24.7000007629
6.8 47.8 24.6800003052
6.9 47.8 24.6800003052
7.0 47.8 24.6900005341
7.1 47.8 24.7199993134
7.2 47.8 24.7600002289
7.3 47.8 24.8099994659
7.4 47.8 24.8899993896
7.5 47.8 24.9799995422
7.6 47.8 25.1100006104
7.7 47.8 25.25
7.8 47.8 25.4300003052
7.9 47.8 25.6299991608
8.0 47.8 25.8500003815
8.1 47.8 26.1100006104
8.2 47.8 26.3899993896
8.3 47.8 26.6900005341
8.4 47.8 27.0
8.5 47.8 27.3299999237
8.6 47.8 27.6800003052
8.7 47.8 28.0799999237
8.8 47.8 28.5100002289
8.9 47.8 28.8799991608
9.0 47.8 29.2000007629
9.1 47.8 29.4799995422
9.2 47.8 29.7700004578
9.3 47.8 30.0699996948
9.4 47.8 30.4099998474
9.5 47.8 30.7700004578
9.6 47.8 31.0900001526
9.7 47.8 31.3700008392
9.8 47.8 31.6200008392
9.9 47.8 31.8600006104
10.0 47.8 32.0999984741
10.1 47.8 32.3300018311
10.2 47.8 32.5400009155
10.3 47.8 32.7400016785
10.4 47.8 32.9399986267
10.5 47.8 33.1199989319
10.6 47.8 33.2999992371
10.7 47.8 33.4799995422
10.8 47.8 33.6300010681
10.9 47.8 33.7900009155
11.0 47.8 33.9399986267
11.1 47.8 34.0800018311
11.2 47.8 34.2099990845
11.3 47.8 34.3300018311
11.4 47.8 34.4399986267
11.5 47.8 34.5400009155
11.6 47.8 34.6199989319
11.7 47.8 34.6899986267
11.8 47.8 34.75
11.9 47.8 34.7799987793
12.0 47.8 34.8100013733
12.1 47.8 34.7999992371
12.2 47.8 34.7799987793
12.3 47.8 34.75
12.4 47.8 34.7400016785
12.5 47.8 34.7400016785
12.6 47.8 34.7099990845
12.7 47.8 34.6500015259
12.8 47.8 34.5600013733
12.9 47.8 34.4700012207
13.0 47.8 34.3600006104
13.1 47.8 34.2599983215
13.2 47.8 34.1500015259
13.3 47.8 34.0200004578
13.4 47.8 33.8800010681
13.5 47.8 33.7299995422
13.6 47.8 33.5699996948
13.7 47.8 33.3899993896
13.8 47.8 33.2000007629
13.9 47.8 33.0
14.0 47.8 32.7900009155
14.1 47.8 32.5600013733
14.2 47.8 32.3300018311
14.3 47.8 32.0900001526
14.4 47.8 31.8500003815
14.5 47.8 31.6100006104
14.6 47.8 31.3799991608
14.7 47.8 31.1700000763
14.8 47.8 30.9599990845
14.9 47.8 30.7600002289
5.1 47.7 26.5400009155
5.2 47.7 26.3600006104
5.3 47.7 26.25
5.4 47.7 26.1399993896
5.5 47.7 26.0
5.6 47.7 25.8600006104
5.7 47.7 25.7399997711
5.8 47.7 25.6399993896
5.9 47.7 25.5499992371
6.0 47.7 25.4400005341
6.1 47.7 25.3500003815
6.2 47.7 25.2800006866
6.3 47.7 25.2199993134
6.4 47.7 25.1499996185
6.5 47.7 25.1000003815
6.6 47.7 25.0499992371
6.7 47.7 25.0200004578
6.8 47.7 25.0200004578
6.9 47.7 25.0200004578
7.0 47.7 25.0400009155
7.1 47.7 25.0799999237
7.2 47.7 25.1299991608
7.3 47.7 25.2000007629
7.4 47.7 25.2999992371
7.5 47.7 25.4200000763
7.6 47.7 25.5599994659
