-4047.53482894	14.4651203156
-4047.52996044	14.4344024658
-4047.52691762	14.4632463455
-4047.52265766	14.4363670349
-4047.52002053	14.4613666534
-4047.51636911	14.4383249283
-4047.51413767	14.4594812393
-4047.51109481	14.4402761459
-4047.50926908	14.4575881958
-4047.50683477	14.4422225952
-4047.50541476	14.4556884766
-4047.50358902	14.4441623688
-4047.50257472	14.4537820816
-4047.50135756	14.446097374
-4047.50074898	14.4518690109
-4047.5001404	14.4480257034
-4047.49993754	14.4499502182
-4036.41648384	14.498872757
-4036.41145368	14.470085144
-4036.40830982	14.4970607758
-4036.4039084	14.4718704224
-4036.40118371	14.4952526093
-4036.39741104	14.473657608
-4036.39510551	14.4934453964
-4036.3919616	14.4754457474
-4036.39007525	14.4916391373
-4036.38756012	14.4772357941
-4036.38609295	14.4898338318
-4036.38420659	14.4790277481
-4036.38315861	14.4880285263
-4036.38190103	14.4808225632
-4036.38127225	14.4862232208
-4036.38064346	14.4826192856
-4036.38043386	14.4844198227
-4025.29294654	14.5183324814
-4025.28970168	14.5428237915
-4025.28515886	14.5198984146
-4025.28234663	14.5411262512
-4025.27845276	14.5214729309
-4025.27607317	14.5394382477
-4025.27282826	14.5230560303
-4025.27088131	14.5377597809
-4025.26828537	14.5246486664
-4025.26677107	14.5360898972
-4025.26482411	14.5262508392
-4025.26374246	14.5344276428
-4025.26244449	14.5278644562
-4025.2617955	14.5327720642
-4025.26114651	14.5294885635
-4025.26093018	14.531124115
-4014.17443901	14.5703201294
-4014.17109319	14.5917730331
-4014.16640902	14.5716314316
-4014.1635093	14.5902261734
-4014.15949427	14.5729589462
-4014.15704064	14.5886964798
-4014.15369477	14.5743017197
-4014.15168724	14.587184906
-4014.14901054	14.5756607056
-4014.14744912	14.585688591
-4014.14544158	14.577038765
-4014.14432628	14.5842075348
-4014.14298792	14.5784349442
-4014.14231874	14.5827407837
-4014.14164956	14.5798501968
-4014.14142649	14.5812864304
-4003.05248433	14.636756897
-4003.04765888	14.6198177338
-4003.04467169	14.6353940964
-4003.04053556	14.6208724976
-4003.03800792	14.6340579987
-4003.03456113	14.6219491959
-4003.03249305	14.6327457428
-4003.02973561	14.623049736
-4003.02812709	14.6314573288
-4003.026059	14.6241750717
-4003.02491006	14.6301898956
-4003.02353133	14.6253271103
-4003.02284197	14.6289424896
-4003.0221526	14.6265068054
-4003.02192281	14.6277141571
-3991.9338751	14.6716003418
-3991.92890843	14.6581544876
-3991.92583381	14.6704492569
-3991.92157663	14.6589212418
-3991.91897501	14.6693305969
-3991.91542734	14.6597166061
-3991.91329873	14.6682434082
-3991.91046058	14.6605424881
-3991.90880499	14.6671867371
-3991.90667638	14.6613998413
-3991.90549381	14.6661567688
-3991.90407472	14.6622896194
-3991.90336518	14.6651525497
-3991.90265564	14.6632146835
-3991.90241913	14.6641721725
-3980.81015765	14.6812362671
-3980.80699564	14.6900997162
-3980.80261745	14.6817111969
-3980.79994189	14.6892175674
-3980.79629339	14.682220459
-3980.79410428	14.6883716583
-3980.79118546	14.6827640533
-3980.78948281	14.6875619888
-3980.78729369	14.683344841
-3980.78607751	14.6867847443
-3980.7846181	14.6839647293
-3980.78388839	14.6860380173
-3980.78315868	14.6846265793
-3980.78291544	14.6853189468
-3969.69140653	14.6849355698
-3969.68815717	14.6903219223
-3969.68365804	14.6851224899
-3969.68090857	14.6896839142
-3969.67715927	14.6853466034
-3969.67490969	14.6890888214
-3969.67191024	14.6856107712
-3969.67016055	14.688533783
-3969.66791096	14.685915947
-3969.66666118	14.6880168915
-3969.66516145	14.6862649918
-3969.66441158	14.6875333786
-3969.66366171	14.6866588593
-3969.66341176	14.6870822906
-3958.57265508	14.6668357849
-3958.56931841	14.6687641144
-3958.56469838	14.6667432785
-3958.56187503	14.6683759689
-3958.55802498	14.6666908264
-3958.55571495	14.6680345535
-3958.55263491	14.6666812897
-3958.55083821	14.6677379608
-3958.54852817	14.6667165756
-3958.54724481	14.6674823761
-3958.54570478	14.666800499
-3958.54493476	14.6672639847
-3958.54416474	14.666926384
-3958.54390807	14.6670799255
-3947.45047933	14.6252374649
-3947.44573847	14.6263828278
-3947.44284127	14.6251010895
-3947.43889053	14.6260614395
-3947.43652008	14.6250171661
-3947.43335947	14.625784874
-3947.43151578	14.6249809265
-3947.42914532	14.6255559921
-3947.42782839	14.6249885559
-3947.42624808	14.6253786087
-3947.42545793	14.6250362396
-3947.42466777	14.6252355576
-3947.42440438	14.625120163
-3936.33163994	14.5618991852
-3936.32677829	14.5662536621
-3936.32380728	14.5620250702
-3936.31975589	14.5656671524
-3936.31732505	14.5622062683
-3936.31408393	14.5651254654
-3936.31219327	14.5624380112
-3936.30976241	14.5646343231
-3936.30841194	14.5627145767
-3936.30679137	14.5641908646
-3936.30598108	14.5630331039
-3936.30517079	14.5637750626
-3936.30490069	14.5633878708
-3925.20781785	14.4906740189
-3925.20477307	14.4833812714
-3925.20062108	14.4898176193
-3925.19812988	14.4838428497
-3925.19480827	14.4890060425
-3925.19287066	14.4843559265
-3925.19037945	14.4882450104
-3925.18899544	14.4849157333
-3925.18733462	14.4875240326
-3925.18650422	14.4855175018
-3925.18567381	14.486825943
-3925.18539701	14.4861555099
-3914.08885714	14.4054365158
-3914.08573862	14.3948659897
-3914.08148607	14.404296875
-3914.07893454	14.3956327438
-3914.0755325	14.4032020569
-3914.07354796	14.3964509964
-3914.07099642	14.4021539688
-3914.06957889	14.397315979
-3914.06787786	14.4011354446
-3914.06702734	14.3982219696
-3914.06617682	14.4001379013
-3914.06589332	14.3991641998
-3902.96989614	14.3170042038
-3902.96670392	14.3028783798
-3902.96235088	14.3155622482
-3902.95973905	14.3039798737
-3902.9562566	14.3141613007
-3902.95422517	14.3051319122
-3902.95161333	14.3128023148
-3902.9501623	14.3063297272
-3902.94842107	14.3114624023
-3902.94755045	14.3075666428
-3902.94667983	14.3101387024
-3902.94638963	14.3088388443
-3891.85093486	14.2317018509
-3891.84766898	14.213722229
-3891.84321549	14.229932785
-3891.8405434	14.2151880264
-3891.83698059	14.2282018661
-3891.83490229	14.2167034149
-3891.83223017	14.2265043259
-3891.83074567	14.2182626724
-3891.82896425	14.2248163223
-3891.82807355	14.2198591232
-3891.82718284	14.2231426239
-3891.82688594	14.221487999
-3880.73197328	14.1551208496
-3880.72863378	14.1330299377
-3880.7240799	14.1530046463
-3880.72134757	14.1348867416
-3880.71770446	14.1509237289
-3880.7155793	14.1367902756
-3880.71284695	14.1488618851
-3880.71132898	14.1387357712
-3880.70950741	14.1468038559
-3880.70859663	14.1407155991
-3880.70768584	14.1447563171
-3880.70738224	14.1427249908
-3869.60959832	14.0653953552
-3869.60494411	14.0893316269
-3869.60215158	14.0676631927
-3869.59842819	14.0868797302
-3869.59625621	14.069975853
-3869.59346366	14.0844345093
-3869.59191225	14.0723276138
-3869.59005054	14.0819883347
-3869.58911969	14.0747108459
-3869.58818884	14.0795478821
