6.133333 41.480630
6.266667 41.474188
6.400000 41.472045
6.533333 41.473307
6.666667 41.469289
6.800000 41.467145
6.933333 41.467790
7.066667 41.471962
7.200000 41.480142
7.333333 41.492577
7.466667 41.508879
7.583300 41.526946
7.600000 41.529557
7.733333 41.554321
7.866667 41.583514
7.998446 41.616766
8.000000 41.617166
8.133333 41.655842
8.266667 41.699209
8.296181 41.706587
8.400000 41.731308
8.533333 41.764220
8.648731 41.796407
8.666667 41.801501
8.800000 41.840303
8.933333 41.870893
8.991455 41.886228
9.066667 41.906455
9.200000 41.947207
9.284036 41.976048
9.333333 41.993411
9.466667 42.045483
9.514213 42.065868
9.600000 42.103889
9.706838 42.155689
9.733333 42.169037
9.866667 42.241753
9.873098 42.245509
10.000000 42.323111
10.018716 42.335329
10.133333 42.414126
10.148463 42.425150
10.264871 42.514970
10.266667 42.516441
10.369354 42.604790
10.400000 42.633058
10.463921 42.694611
10.533333 42.766779
10.549692 42.784431
10.627012 42.874251
10.666667 42.924531
10.696942 42.964072
10.759830 43.053892
10.800000 43.117429
10.816285 43.143713
10.867453 43.233533
10.913807 43.323353
10.933333 43.339166
11.066667 43.344499
11.200000 43.342645
11.333333 43.344659
11.466667 43.350712
11.600000 43.360834
11.733333 43.375075
11.866667 43.393506
11.982310 43.413174
12.000000 43.416218
12.133333 43.443388
12.266667 43.475110
12.369107 43.502994
12.400000 43.511573
12.533333 43.553123
12.647019 43.592814
12.666667 43.599860
12.800000 43.652388
12.869992 43.682635
12.933333 43.710952
13.066667 43.760455
13.200000 43.740155
13.333333 43.724031
13.466667 43.712006
13.600000 43.704023
13.733333 43.700042
13.866667 43.699887
14.000000 43.703527
14.133333 43.711166
14.266667 43.722843
14.400000 43.738614
14.533333 43.758554
14.610247 43.772455
14.666667 43.782781
14.800000 43.811453
14.933333 43.844672
14.995736 43.862275
15.066667 43.882707
15.200000 43.925787
15.333333 43.941885
15.410149 43.952096
15.466667 43.959676
15.600000 43.981679
15.733333 44.007989
15.866667 44.038721
15.878891 44.041916
16.000000 44.074181
16.133333 44.114446
16.184854 44.131737
16.266667 44.159902
16.400000 44.210759
16.426082 44.221557
16.533333 44.267245
16.628801 44.311377
16.666667 44.329539
16.800000 44.398722
16.804466 44.401198
16.933333 44.475862
16.957843 44.491018
17.066667 44.561742
17.094392 44.580838
17.200000 44.657741
17.216847 44.670659
17.327882 44.760479
17.333333 44.765132
17.428933 44.850299
17.466667 44.886461
17.520535 44.940120
17.600000 45.024781
17.604710 45.029940
17.681005 45.119760
17.733333 45.186394
