-4.22541197245	26
0.333585141318	26
4.44780207695	26.2
8.45082394936	26.3
12.4538458198	26.3
16.1232825355	26.3
21.794230187	26
24.2405213302	26.9
26.5756174219	27.3
29.6890788772	27.7
32.4689551765	28
35.2488314759	28.1
38.1399028272	28.1
41.0309741787	28.1
44.033240582	28.3
47.8138723491	28.4
50.9273338044	28.4
54.0407952597	28.5
56.8206715592	28.5
59.8229379625	28.7
63.2699845737	28.8
66.0498608732	28.9
68.9409322245	29.1
71.9431986279	29.2
74.9454650311	29.4
78.1701215385	29.5
81.9507533056	29.6
85.7313850728	29.8
88.7336514761	29.8
91.7359178795	29.8
97.4068655302	30.1
100.520326985	30.5
103.856178545	30.7
107.303225156	31
110.750271767	31.3
114.086123327	31.6
117.533169938	31.9
120.869021497	32
125.205628524	32.3
130.876576175	32.6
134.212427734	32.7
137.103499085	32.8
140.105765489	33.2
143.330421996	33.8
146.221493347	34.3
149.668539959	34.9
152.782001414	35.3
155.339487609	35.7
158.119363909	36
161.788800624	36
165.124652183	35.7
167.904528483	35.2
170.57320973	34.5
173.241890977	33.8
176.021767277	33.1
179.02403368	32.4
185.028566487	32
188.475613098	32
192.033854761	31.7
196.148071684	31.6
201.819019335	31.3
205.822041206	31.3
209.936258129	31.4
214.384060208	31.4
218.831862287	31.6
223.390859418	31.6
227.393881289	31.7
232.064073472	31.7
236.400680499	31.9
240.181312266	31.9
243.18357867	32
246.519430229	32.1
250.411257048	32.1
254.525473971	32.4
258.083715634	32.5
261.75315235	32.5
265.200198961	32.8
268.424855468	32.8
271.538316923	33.1
275.986119002	33.2
279.21077551	33.4
283.213797381	33.5
286.994429148	33.8
290.441475759	33.9
293.999717422	34.2
298.002739294	34.6
301.672176009	35
305.67519788	35.6
310.234195011	36.3
314.12602183	36.8
317.795458545	37.5
322.02087052	38.2
326.135087443	38.9
330.249304366	39.6
333.918741082	40
337.921762953	40.2
341.035224408	40.3
345.371831435	40.4
349.930828566	40.7
354.267435593	41
359.271212932	41.3
363.385429855	41.6
368.055622038	42.2
372.503424117	43.4
376.61764104	44.6
380.843053015	46.1
384.734879834	47.8
388.070731394	50.1
390.850607693	52.5
393.296898836	54.7
397.077530604	58.4
411.199302204	73.7
414.757543868	72.9
418.093395427	71.9
421.429246986	70.9
424.542708441	69.8
427.878560001	68.7
431.21441156	66.6
433.438312599	64.7
435.773408691	61.9
438.886870146	58.9
441.666746446	57.1
444.780207901	55.5
447.893669356	54.2
451.007130812	52.8
454.342982371	51.4
458.123614138	49.9
461.570660749	48.6
464.906512308	47.4
468.575949024	46.3
471.911800583	45.3
475.247652142	44.6
478.694698753	43.8
482.47533052	42.9
485.922377132	42.2
490.036594055	41.4
493.372445614	40.7
497.709052641	40.3
501.823269564	39.9
505.603901331	39.8
510.05170341	39.5
514.165920333	39.1
518.613722412	38.9
523.172719543	38.6
527.175741415	38.5
531.178763286	38.2
534.514614845	38.1
537.6280763	38
540.741537756	37.8
