300.225433593	32.7799987793
300.225433593	32.6500015259
311.34493837	33.8800010681
311.34493837	34.0200004578
322.464443161	35.4700012207
322.464443161	35.3100013733
333.583947968	37.0999984741
333.583947968	36.9399986267
344.703452789	38.8899993896
344.703452789	38.7000007629
355.822957625	40.7599983215
355.822957625	40.5600013733
366.942462475	42.6800003052
366.942462475	42.4500007629
378.061967341	44.5400009155
378.061967341	44.2900009155
389.181472221	46.2799987793
389.181472221	46
400.300977116	47.7999992371
400.300977116	47.5
411.420482025	49.0699996948
411.420482025	48.75
422.539986949	50.0299987793
422.539986949	49.7099990845
444.778996842	40.75
444.778996842	40.3699989319
455.898501811	39.6199989319
455.898501811	39.2999992371
467.018006794	38.7000007629
467.018006794	38.4399986267
478.137511792	37.9700012207
478.137511792	37.7599983215
489.257016805	37.4300003052
489.257016805	37.2599983215
500.376521833	37.0299987793
500.376521833	36.8899993896
511.496026875	36.75
511.496026875	36.6399993896
522.615531932	36.5699996948
522.615531932	36.4799995422
533.735037004	36.4599990845
533.735037004	36.3899993896
544.854542091	36.4099998474
544.854542091	36.3499984741
555.974047192	36.4099998474
555.974047192	36.3499984741
567.093552308	36.4199981689
567.093552308	36.3699989319
578.213057439	36.4500007629
578.213057439	36.3899993896
589.332562585	36.4799995422
589.332562585	36.4199981689
600.452067746	36.5200004578
600.452067746	36.4500007629
611.571572921	36.5499992371
611.571572921	36.4700012207
622.691078111	36.5
622.691078111	36.5900001526
633.810583316	36.6300010681
633.810583316	36.5200004578
644.930088536	36.6699981689
644.930088536	36.5400009155
656.04959377	36.7099990845
656.04959377	36.5699996948
667.16909902	36.75
667.16909902	36.5900001526
678.288604284	36.7999992371
678.288604284	36.6100006104
689.408109562	36.6300010681
689.408109562	36.8499984741
700.527614856	36.9099998474
700.527614856	36.6500015259
711.647120164	36.9700012207
711.647120164	36.6899986267
722.766625487	37.0400009155
722.766625487	36.7299995422
733.886130825	37.1399993896
733.886130825	36.7999992371
