#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
Z3|A050A||BHE|44.4818|16.5313|934.0|0.9|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||BHE|44.4818|16.5313|934.0|0.9|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||BHN|44.4818|16.5313|934.0|0.9|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||BHN|44.4818|16.5313|934.0|0.9|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||BHZ|44.4818|16.5313|934.0|0.9|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||BHZ|44.4818|16.5313|934.0|0.9|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||HHE|44.4818|16.5313|934.0|0.9|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||HHE|44.4818|16.5313|934.0|0.9|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||HHN|44.4818|16.5313|934.0|0.9|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||HHN|44.4818|16.5313|934.0|0.9|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||HHZ|44.4818|16.5313|934.0|0.9|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||HHZ|44.4818|16.5313|934.0|0.9|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||LHE|44.4818|16.5313|934.0|0.9|90.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||LHE|44.4818|16.5313|934.0|0.9|90.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||LHN|44.4818|16.5313|934.0|0.9|0.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||LHN|44.4818|16.5313|934.0|0.9|0.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A050A||LHZ|44.4818|16.5313|934.0|0.9|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-25T15:30:00|2016-11-01T15:00:00
Z3|A050A||LHZ|44.4818|16.5313|934.0|0.9|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2016-11-01T15:00:00|2019-09-11T09:25:00
Z3|A051A||BHE|45.0125|16.9069|862.0|862.0|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||BHN|45.0125|16.9069|862.0|0.0|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||BHZ|45.0125|16.9069|862.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||HHE|45.0125|16.9069|862.0|862.0|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||HHN|45.0125|16.9069|862.0|0.0|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||HHZ|45.0125|16.9069|862.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||LHE|45.0125|16.9069|862.0|862.0|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||LHN|45.0125|16.9069|862.0|0.0|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A051A||LHZ|45.0125|16.9069|862.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-11-25T15:00:00|2019-09-10T10:05:00
Z3|A052A||BHE|45.1026|17.5139|139.0|1.1|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||BHE|45.1026|17.5139|139.0|1.1|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||BHN|45.1026|17.5139|139.0|1.1|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||BHN|45.1026|17.5139|139.0|1.1|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||BHZ|45.1026|17.5139|139.0|1.1|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||BHZ|45.1026|17.5139|139.0|1.1|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||HHE|45.1026|17.5139|139.0|1.1|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||HHE|45.1026|17.5139|139.0|1.1|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||HHN|45.1026|17.5139|139.0|1.1|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||HHN|45.1026|17.5139|139.0|1.1|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||HHZ|45.1026|17.5139|139.0|1.1|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||HHZ|45.1026|17.5139|139.0|1.1|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||LHE|45.1026|17.5139|139.0|1.1|90.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||LHE|45.1026|17.5139|139.0|1.1|90.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||LHN|45.1026|17.5139|139.0|1.1|0.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||LHN|45.1026|17.5139|139.0|1.1|0.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A052A||LHZ|45.1026|17.5139|139.0|1.1|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-26T17:00:00|2017-10-13T13:00:00
Z3|A052A||LHZ|45.1026|17.5139|139.0|1.1|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2017-10-13T13:00:00|2019-09-09T17:02:00
Z3|A060A||BHE|47.0305|7.8904|1112.1|0.8|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||BHE|47.0305|7.8904|1112.1|0.8|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||BHN|47.0305|7.8904|1112.1|0.8|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||BHN|47.0305|7.8904|1112.1|0.8|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||BHZ|47.0305|7.8904|1112.1|0.8|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||BHZ|47.0305|7.8904|1112.1|0.8|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||HHE|47.0305|7.8904|1112.1|0.8|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||HHE|47.0305|7.8904|1112.1|0.8|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||HHN|47.0305|7.8904|1112.1|0.8|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||HHN|47.0305|7.8904|1112.1|0.8|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||HHZ|47.0305|7.8904|1112.1|0.8|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||HHZ|47.0305|7.8904|1112.1|0.8|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||LHE|47.0305|7.8904|1112.1|0.8|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||LHE|47.0305|7.8904|1112.1|0.8|90.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||LHN|47.0305|7.8904|1112.1|0.8|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||LHN|47.0305|7.8904|1112.1|0.8|0.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060A||LHZ|47.0305|7.8904|1112.1|0.8|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-08-14T14:00:00|2016-04-12T12:00:00
Z3|A060A||LHZ|47.0305|7.8904|1112.1|0.8|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2016-04-12T12:00:00|2017-02-16T10:00:00
Z3|A060B||HHE|46.993|7.97764|1049.1|0.0|90.0|0.0|STS2.5|599998200.0|1.0|M/S|100.0|2017-05-09T12:30:00|2022-12-31T00:00:00
Z3|A060B||HHN|46.993|7.97764|1049.1|0.0|0.0|0.0|STS2.5|599998200.0|1.0|M/S|100.0|2017-05-09T12:30:00|2022-12-31T00:00:00
Z3|A060B||HHZ|46.993|7.97764|1049.1|0.0|0.0|-90.0|STS2.5|599998200.0|1.0|M/S|100.0|2017-05-09T12:30:00|2022-12-31T00:00:00
Z3|A061A||BHE|47.09835|8.92522|914.0|-0.15|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||BHN|47.09835|8.92522|914.0|-0.15|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||BHZ|47.09835|8.92522|914.0|-0.15|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||HHE|47.09835|8.92522|914.0|-0.15|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||HHN|47.09835|8.92522|914.0|-0.15|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||HHZ|47.09835|8.92522|914.0|-0.15|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||LHE|47.09835|8.92522|914.0|-0.15|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||LHN|47.09835|8.92522|914.0|-0.15|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A061A||LHZ|47.09835|8.92522|914.0|-0.15|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-10-14T16:00:00|2019-06-28T10:00:00
Z3|A062A||BHE|46.1808|9.1126|1733.2|0.8|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||BHN|46.1808|9.1126|1733.2|0.8|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||BHZ|46.1808|9.1126|1733.2|0.8|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||HHE|46.1808|9.1126|1733.2|0.8|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||HHN|46.1808|9.1126|1733.2|0.8|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||HHZ|46.1808|9.1126|1733.2|0.8|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||LHE|46.1808|9.1126|1733.2|0.8|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||LHN|46.1808|9.1126|1733.2|0.8|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A062A||LHZ|46.1808|9.1126|1733.2|0.8|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-11-17T15:00:00|2022-12-31T00:00:00
Z3|A250A||BHE|45.084|14.9106|686.0|0.0|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-29T14:30:00|2018-03-26T15:00:00
Z3|A250A||BHN|45.084|14.9106|686.0|0.0|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-29T14:30:00|2018-03-26T15:00:00
Z3|A250A||BHZ|45.084|14.9106|686.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-11-29T14:30:00|2018-03-26T15:00:00
