#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
Z3|A284A||HHE|45.1371|9.3837|99.0|0.0|103.741|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-20T18:00:00|2019-06-18T14:00:00
Z3|A284A||HHN|45.1371|9.3837|99.0|0.0|13.741|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-20T18:00:00|2019-06-18T14:00:00
Z3|A284A||HHZ|45.1371|9.3837|99.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-20T18:00:00|2019-06-18T14:00:00
Z3|A284A||LHE|45.1371|9.3837|99.0|0.0|103.741|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-20T18:00:00|2019-06-18T14:00:00
Z3|A284A||LHN|45.1371|9.3837|99.0|0.0|13.741|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-20T18:00:00|2019-06-18T14:00:00
Z3|A284A||LHZ|45.1371|9.3837|99.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-20T18:00:00|2019-06-18T14:00:00
Z3|A285A||BHE|44.8939|9.9098|152.0|0.0|92.602|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||BHN|44.8939|9.9098|152.0|0.0|2.602|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||BHZ|44.8939|9.9098|152.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||HHE|44.8939|9.9098|152.0|0.0|92.602|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||HHN|44.8939|9.9098|152.0|0.0|2.602|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||HHZ|44.8939|9.9098|152.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||LHE|44.8939|9.9098|152.0|0.0|92.602|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||LHN|44.8939|9.9098|152.0|0.0|2.602|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A285A||LHZ|44.8939|9.9098|152.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-16T17:00:00|2021-04-28T10:00:00
Z3|A286A||BHE|45.366|8.8338|170.0|0.0|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||BHN|45.366|8.8338|170.0|0.0|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||BHZ|45.366|8.8338|170.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||HHE|45.366|8.8338|170.0|0.0|90.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||HHN|45.366|8.8338|170.0|0.0|0.0|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||HHZ|45.366|8.8338|170.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||LHE|45.366|8.8338|170.0|0.0|90.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||LHN|45.366|8.8338|170.0|0.0|0.0|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A286A||LHZ|45.366|8.8338|170.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-09-07T16:00:00|2019-06-21T18:10:00
Z3|A287A||BHE|45.6225|8.361|423.0|0.0|96.785|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||BHE|45.6225|8.361|423.0|0.0|96.785|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||BHN|45.6225|8.361|423.0|0.0|6.785|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||BHN|45.6225|8.361|423.0|0.0|6.785|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||BHZ|45.6225|8.361|423.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||BHZ|45.6225|8.361|423.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||HHE|45.6225|8.361|423.0|0.0|96.785|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||HHE|45.6225|8.361|423.0|0.0|96.785|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||HHN|45.6225|8.361|423.0|0.0|6.785|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||HHN|45.6225|8.361|423.0|0.0|6.785|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||HHZ|45.6225|8.361|423.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||HHZ|45.6225|8.361|423.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||LHE|45.6225|8.361|423.0|0.0|96.785|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||LHE|45.6225|8.361|423.0|0.0|96.785|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||LHN|45.6225|8.361|423.0|0.0|6.785|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||LHN|45.6225|8.361|423.0|0.0|6.785|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A287A||LHZ|45.6225|8.361|423.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-07T16:00:00|2016-07-21T12:15:00
Z3|A287A||LHZ|45.6225|8.361|423.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2016-07-21T12:15:00|2022-12-31T00:00:00
Z3|A288A||BHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||BHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||BHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||BHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2018-04-21T15:00:00|2022-12-31T00:00:00
Z3|A288A||BHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||BHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||BHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||BHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2018-04-21T15:00:00|2022-12-31T00:00:00
Z3|A288A||BHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||BHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||BHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||BHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2018-04-21T15:00:00|2022-12-31T00:00:00
Z3|A288A||HHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||HHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||HHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||HHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|500.0|2018-04-21T15:00:00|2018-12-17T14:29:00
Z3|A288A||HHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2018-12-17T14:29:00|2022-12-31T00:00:00
Z3|A288A||HHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||HHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||HHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||HHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|500.0|2018-04-21T15:00:00|2018-12-17T14:29:00
Z3|A288A||HHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2018-12-17T14:29:00|2022-12-31T00:00:00
Z3|A288A||HHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||HHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||HHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||HHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|500.0|2018-04-21T15:00:00|2018-12-17T14:29:00
Z3|A288A||HHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2018-12-17T14:29:00|2022-12-31T00:00:00
Z3|A288A||LHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||LHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||LHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||LHE|46.0082|8.4818|1306.0|0.3|90.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2018-04-21T15:00:00|2022-12-31T00:00:00
Z3|A288A||LHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||LHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||LHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||LHN|46.0082|8.4818|1306.0|0.3|0.0|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2018-04-21T15:00:00|2022-12-31T00:00:00
Z3|A288A||LHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-06T16:00:00|2016-07-09T15:00:00
Z3|A288A||LHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2016-07-09T15:00:00|2017-09-02T13:00:00
Z3|A288A||LHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2017-09-02T13:00:00|2018-04-21T15:00:00
Z3|A288A||LHZ|46.0082|8.4818|1306.0|0.3|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2018-04-21T15:00:00|2022-12-31T00:00:00
Z3|A289A||BHE|46.0473|9.761|1780.0|0.0|93.454|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||BHE|46.0473|9.761|1780.0|0.0|93.454|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||BHN|46.0473|9.761|1780.0|0.0|3.454|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||BHN|46.0473|9.761|1780.0|0.0|3.454|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||BHZ|46.0473|9.761|1780.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||BHZ|46.0473|9.761|1780.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||HHE|46.0473|9.761|1780.0|0.0|93.454|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||HHE|46.0473|9.761|1780.0|0.0|93.454|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||HHN|46.0473|9.761|1780.0|0.0|3.454|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||HHN|46.0473|9.761|1780.0|0.0|3.454|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||HHZ|46.0473|9.761|1780.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||HHZ|46.0473|9.761|1780.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||LHE|46.0473|9.761|1780.0|0.0|93.454|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||LHE|46.0473|9.761|1780.0|0.0|93.454|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||LHN|46.0473|9.761|1780.0|0.0|3.454|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||LHN|46.0473|9.761|1780.0|0.0|3.454|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A289A||LHZ|46.0473|9.761|1780.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-09T16:00:00|2017-12-14T16:00:00
Z3|A289A||LHZ|46.0473|9.761|1780.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2017-12-14T16:00:00|2021-04-28T14:30:00
Z3|A290A||BHE|46.5068|10.9028|1729.0|0.0|97.322|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||BHE|46.5068|10.9028|1729.0|0.0|97.322|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||BHN|46.5068|10.9028|1729.0|0.0|7.322|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||BHN|46.5068|10.9028|1729.0|0.0|7.322|0.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||BHZ|46.5068|10.9028|1729.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||BHZ|46.5068|10.9028|1729.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|50.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||HHE|46.5068|10.9028|1729.0|0.0|97.322|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||HHE|46.5068|10.9028|1729.0|0.0|97.322|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||HHN|46.5068|10.9028|1729.0|0.0|7.322|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||HHN|46.5068|10.9028|1729.0|0.0|7.322|0.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||HHZ|46.5068|10.9028|1729.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||HHZ|46.5068|10.9028|1729.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|1.0|M/S|100.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||LHE|46.5068|10.9028|1729.0|0.0|97.322|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||LHE|46.5068|10.9028|1729.0|0.0|97.322|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||LHN|46.5068|10.9028|1729.0|0.0|7.322|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||LHN|46.5068|10.9028|1729.0|0.0|7.322|0.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A290A||LHZ|46.5068|10.9028|1729.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2015-11-12T18:30:00|2018-09-20T14:30:00
Z3|A290A||LHZ|46.5068|10.9028|1729.0|0.0|0.0|-90.0|STS2_gen2|599998200.0|0.2|M/S|1.0|2018-09-20T14:30:00|2021-04-27T12:00:00
Z3|A291A||BHE|46.6246|11.8805|1568.0|0.0|100.673|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||BHN|46.6246|11.8805|1568.0|0.0|10.673|0.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||BHZ|46.6246|11.8805|1568.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|50.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||HHE|46.6246|11.8805|1568.0|0.0|100.673|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||HHN|46.6246|11.8805|1568.0|0.0|10.673|0.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||HHZ|46.6246|11.8805|1568.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|1.0|M/S|100.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||LHE|46.6246|11.8805|1568.0|0.0|100.673|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||LHN|46.6246|11.8805|1568.0|0.0|10.673|0.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-22T17:00:00|2021-04-27T17:00:00
Z3|A291A||LHZ|46.6246|11.8805|1568.0|0.0|0.0|-90.0|STS2_gen3|599998200.0|0.2|M/S|1.0|2015-09-22T17:00:00|2021-04-27T17:00:00
