10.0, 43.276042380552546, 21.89147993733168
10.0, 43.89369229235043, 27.174521216899677
10.0, 44.04029930438158, 27.476409290017855
10.0, 44.18283389941186, 27.023577180340595
9.0, 43.30074095537025, 35.17704115350141
9.0, 43.37854664394432, 35.247379347269884
9.0, 43.48987836092834, 35.388055734806834
11.0, 43.34084981846608, 22.045902173769107
11.0, 43.500613870038485, 21.399903919404352
11.0, 43.69814033380073, 20.753905665039582
11.0, 43.89566679756297, 22.2074017373603
8.622950733887468, 44.4, 24.151711904177546
8.361485250175969, 43.7, 22.534470085144335
9.746568391895254, 43.7, 27.29779642555951
10.032152544827063, 43.7, 25.710020978754415
10.33915550922876, 43.7, 24.916133255351895
11.103093118321356, 43.7, 35.23667365958477
8.104459512537339, 43.7, 19.3589191915342
12.328335322737617, 43.0, 53.478191509299165
12.085910746077154, 43.0, 55.06386109862848
11.244554862373192, 43.0, 22.557634517377437
